County,Docket,Agency,File size,Property name,All commodities,,#,Mine Name,County,Commodity,Approx. Coordinates,Status
Kane,2378,DMEA,33 MB,Lynn Mining Claims,Uranium,,29,Lynn Mining Claims,Kane,Uranium,"37.155, -111.955",Inactive
Kane,3470,DMEA,5 MB,Candy Cane Group,Uranium,,30,Candy Cane Group,Kane,Uranium,"37.165, -111.965",Inactive
Kane,3653,DMEA,6 MB,"Buckskin Group of Claims, et al.",Uranium,,31,Buckskin Group of Claims,Kane,Uranium,"37.105, -112.015",Inactive
Kane,3900,DMEA,3 MB,Bounty Claims,Uranium,,32,Bounty Claims,Kane,Uranium,"37.205, -112.085",Inactive
Millard,1451,DMA,5 MB,Cricket Lime and Dolomite,"Manganese, calcium, limestone",,33,Cricket Lime and Dolomite,Millard,"Mn, Ca, Limestone","38.985, -112.835",Active
Millard,1575,DMA,14 MB,Queen of Hills Mine,Tungsten,,34,Queen of Hills Mine,Millard,Tungsten,"38.925, -113.435",Inactive
Millard,1745,DMA,2 MB,None identified,Tungsten,,35,None identified (Millard 1745),Millard,Tungsten,"39.215, -113.315",Inactive
Millard,1906,DMA,68 MB,Mine,Tungsten,,36,Mine (Millard 1906),Millard,Tungsten,"39.225, -113.325",Inactive
Millard,2190,DMA,3 MB,Blue Juniper Copper Mine,Copper,,37,Blue Juniper Copper Mine,Millard,Copper,"38.905, -112.155",Inactive
Millard,2606,DMEA,2 MB,Eleven O'Clock Claims,Tungsten,,38,Eleven O'Clock Claims,Millard,Tungsten,"38.942, -113.432",Inactive
Millard,2825,DMEA,43 MB,New Klondike Mine,Tungsten,,39,New Klondike Mine (2825),Millard,Tungsten,"38.945, -113.435",Inactive
Millard,2912,DMEA,2 MB,Eddy Group of Claims,"Tungsten, cobalt",,40,Eddy Group of Claims,Millard,"Tungsten, Cobalt","39.222, -113.355",Inactive
Millard,3235,DMEA,31 MB,Brown Queen Claims,Tungsten,,41,Brown Queen Claims,Millard,Tungsten,"38.932, -113.435",Inactive
Millard,4651,DMEA,9 MB,New Klondike Mine,Tungsten,,42,New Klondike Mine (4651),Millard,Tungsten,"38.948, -113.438",Inactive
Millard,4677,DMEA,6 MB,Copper King & Eagle Point Claims,Tungsten,,43,Copper King & Eagle Point,Millard,Tungsten,"38.955, -113.455",Inactive
Millard,6683,OME,1 MB,Long Ridge No.1 & 2 Claims,Manganese,,44,Long Ridge No.1 & 2 Claims,Millard,Manganese,"39.555, -111.925",Inactive
Millard,6832,OME,6 MB,Urba & Moriah Claims,"Antimony, silver",,45,Urba & Moriah Claims,Millard,"Antimony, Silver","38.855, -113.625",Inactive
Morgan,6052,OME,3 MB,Arthur Fork Property,Uranium,,46,Arthur Fork Property,Morgan,Uranium,"41.152, -111.655",Inactive
Piute,1233,DMA,4 MB,Pine Canyon Mine,"Corundum, kyanite",,47,Pine Canyon Mine,Piute,"Corundum, Kyanite","38.485, -112.255",Inactive
Piute,1443,DMA,4 MB,Plumbic Mines,Uranium,,48,Plumbic Mines,Piute,Uranium,"38.495, -112.215",Inactive
Piute,1743,DMA,35 MB,Royston Coalition Mine,Uranium,,49,Royston Coalition Mine,Piute,Uranium,"38.475, -112.225",Inactive
Piute,1874,DMA,29 MB,Mineral Hills Group,"Uranium, iron",,50,Mineral Hills Group,Piute,"Uranium, Iron","38.482, -112.212",Inactive
Piute,1968,DMA,83 MB,Holmes Property,Uranium,,51,Holmes Property,Piute,Uranium,"38.483, -112.218",Inactive
Piute,2135,DMA,89 MB,Buddy & Freedom No. 2,Uranium,,52,Buddy & Freedom No. 2,Piute,Uranium,"38.481, -112.214",Inactive
Piute,2271,DMEA,42 MB,J. D. G. Mine,Uranium,,53,J. D. G. Mine,Piute,Uranium,"38.475, -112.235",Inactive
Piute,2385,DMEA,58 MB,Bullion Monarch Mine,Uranium,,54,Bullion Monarch Mine,Piute,Uranium,"38.472, -112.231",Inactive
Piute,2418,DMEA,24 MB,Deer Tail Mines,Mercury,,55,Deer Tail Mines,Piute,Mercury,"38.419, -112.272",Inactive
Piute,2573,DMEA,81 MB,"Glenn Mine, Potts Fraction",Uranium,,56,"Glenn Mine, Potts Fraction",Piute,Uranium,"38.485, -112.205",Inactive
Piute,2787,DMEA,3 MB,East Slope Mine Claims,Uranium,,57,East Slope Mine Claims,Piute,Uranium,"38.490, -112.195",Inactive
Piute,2842,DMEA,37 MB,"Benny ""K"" & Scorpion Claims",Uranium,,58,"Benny ""K"" & Scorpion Claims",Piute,Uranium,"38.495, -112.215",Inactive
Piute,3165,DMEA,2 MB,Alunite King Claims,Uranium,,59,Alunite King Claims,Piute,Uranium,"38.442, -112.255",Inactive
Piute,3862,DMEA,17 MB,Paramount Aubert Shaft,Uranium,,60,Paramount Aubert Shaft,Piute,Uranium,"38.485, -112.215",Inactive
Piute,4265,DMEA,3 MB,Canary Claims,Uranium,,61,Canary Claims,Piute,Uranium,"38.492, -112.202",Inactive
Rich,6069,OME,6 MB,Lakeview Manganese Mine,Manganese,,62,Lakeview Manganese Mine,Rich,Manganese,"41.865, -111.385",Inactive
Salt Lake,187,DMA,1 MB,Columbus Rexall Mine,Lead-zinc,,63,Columbus Rexall Mine,Salt Lake,Lead-Zinc,"40.590, -111.641",Inactive
Salt Lake,288,DMA,19 MB,Mountain Mines,"Lead-zinc, gold, silver, copper",,64,Mountain Mines,Salt Lake,"Pb, Zn, Au, Ag, Cu","40.595, -111.632",Inactive
Salt Lake,560,DMA,38 MB,South Price Mine,"Lead, zinc, copper, silver",,65,South Price Mine,Salt Lake,"Pb, Zn, Cu, Ag","40.588, -111.615",Inactive
Salt Lake,1098,DMA,117 MB,Butterfield Mine,"Lead-zinc, gold, silver, tungsten",,66,Butterfield Mine,Salt Lake,"Pb, Zn, Au, Ag, W","40.478, -112.128",Inactive
Salt Lake,1416,DMA,5 MB,"Lee Mining Company No. 1, 2, & 3",,,67,"Lee Mining Company No. 1, 2, & 3",Salt Lake,"Pb, Zn","40.505, -112.145",Inactive
Salt Lake,2028,DMA,239 MB,U. S. & Lark Mine,Lead-zinc,,68,U. S. & Lark Mine,Salt Lake,Lead-Zinc,"40.485, -112.115",Inactive
Salt Lake,2175,DMA,21 MB,Cardiff Mine,"Lead, zinc, copper",,69,Cardiff Mine,Salt Lake,"Pb, Zn, Cu","40.605, -111.655",Inactive
Salt Lake,2653,DMEA,128 MB,Mayflower & Fortuna,"Copper, lead, zinc",,70,Mayflower & Fortuna,Salt Lake,"Cu, Pb, Zn","40.595, -111.635",Inactive
Salt Lake,3026,DMEA,7 MB,Boliver Claims,Copper,,71,Boliver Claims,Salt Lake,Copper,"40.515, -112.155",Inactive
Salt Lake,3474,DMEA,133 MB,U.S. and Lark Mines,Lead-zinc,,72,U.S. and Lark Mines (3474),Salt Lake,Lead-Zinc,"40.482, -112.112",Inactive
Salt Lake,3993,DMEA,16 MB,U.S. & Lark Mines,Lead-zinc,,73,U.S. & Lark Mines (3993),Salt Lake,Lead-Zinc,"40.486, -112.118",Inactive
Salt Lake,4320,DMEA,14 MB,Silver King,Lead-zinc,,74,Silver King,Salt Lake,Lead-Zinc,"40.645, -111.522",Inactive
Salt Lake,4857,DMEA,9 MB,Bingham Tunnel Project,Lead-zinc,,75,Bingham Tunnel Project,Salt Lake,Lead-Zinc,"40.525, -112.145",Inactive
Salt Lake,6120,OME,<1 MB,Emma Silver Group,Lead-zinc,,76,Emma Silver Group,Salt Lake,Lead-Zinc,"40.585, -111.628",Inactive
Salt Lake,6493,OME,118 MB,Cardiff Mine and Leased Properties,Silver,,77,Cardiff Mine and Leased Properties,Salt Lake,Silver,"40.602, -111.652",Inactive
Salt Lake,6745,OME,14 MB,Emma Mine,Silver,,78,Emma Mine (6745),Salt Lake,Silver,"40.582, -111.625",Inactive
San Juan,1309,DMA,24 MB,Yellow Circle Claim,"Uranium, vanadium",,79,Yellow Circle Claim,San Juan,"Uranium, Vanadium","38.352, -109.385",Inactive
San Juan,1429,DMA,20 MB,Jacob's Chair Mesa,"Uranium, copper",,80,Jacob's Chair Mesa,San Juan,"Uranium, Copper","37.765, -110.155",Inactive
San Juan,1931,DMA,7 MB,None identified,Uranium,,81,None identified (San Juan 1931),San Juan,Uranium,"38.252, -109.225",Inactive
San Juan,1933,DMA,10 MB,Carie Springs Area,Uranium,,82,Carie Springs Area,San Juan,Uranium,"37.525, -109.855",Inactive
San Juan,1957,DMA,41 MB,Jomac Mine,Uranium,,83,Jomac Mine,San Juan,Uranium,"37.775, -110.312",Inactive
San Juan,2133,DMA,20 MB,Squaw CanyonUranium Vanadium Claims,Uranium,,84,Squaw Canyon Claims,San Juan,Uranium,"38.152, -109.355",Inactive
San Juan,2155,DMEA,10 MB,Queen Mine,"Uranium, vanadium",,85,Queen Mine,San Juan,"Uranium, Vanadium","38.182, -109.325",Inactive
San Juan,2515,DMEA,53 MB,Snowflake and Sunflower Claims,Uranium,,86,Snowflake and Sunflower Claims,San Juan,Uranium,"38.215, -109.245",Inactive
San Juan,2516,DMEA,2 MB,Hidden Log Claims,Uranium,,87,Hidden Log Claims,San Juan,Uranium,"37.555, -109.955",Inactive
San Juan,2705,DMEA,41 MB,Blue No. 1 & No. 2,Uranium,,88,Blue No. 1 & No. 2,San Juan,Uranium,"37.585, -110.055",Inactive
San Juan,2748,DMEA,10 MB,Lavender & Congomerate Claims,Uranium,,89,Lavender & Conglomerate Claims,San Juan,Uranium,"38.212, -109.255",Inactive
San Juan,2771,DMEA,131 MB,Brown's Hole Area,Uranium,,90,Brown's Hole Area,San Juan,Uranium,"38.205, -109.262",Inactive
San Juan,2772,DMEA,4 MB,Notch Claims,Uranium,,91,Notch Claims,San Juan,Uranium,"37.652, -110.155",Inactive
San Juan,2828,DMEA,3 MB,Spring Water Group,Uranium,,92,Spring Water Group,San Juan,Uranium,"37.850, -109.450",Inactive
San Juan,3003,DMEA,25 MB,Whirlwind Mine,Uranium,,93,Whirlwind Mine,San Juan,Uranium,"37.552, -110.252",Inactive
San Juan,3065,DMEA,11 MB,Buckscin Claim,Uranium,,94,Buckscin Claim,San Juan,Uranium,"37.105, -112.015",Inactive
San Juan,3069,DMEA,25 MB,Sailor and Little Joe Group,Uranium,,95,Sailor and Little Joe Group,San Juan,Uranium,"37.742, -110.255",Inactive
San Juan,3093,DMEA,20 MB,Red Canyon No.2 and Blue Lizard Claims,Uranium,,96,Red Canyon No.2 & Blue Lizard,San Juan,Uranium,"37.552, -110.252",Inactive
San Juan,3121,DMEA,15 MB,April Mine,Uranium,,97,April Mine,San Juan,Uranium,"37.755, -110.285",Inactive
San Juan,3123,DMEA,4 MB,Hole in the Rock Claims,Uranium,,98,Hole in the Rock Claims,San Juan,Uranium,"37.255, -110.885",Inactive
San Juan,3245,DMEA,7 MB,Monticello Utah Unpatented Claims,Uranium,,99,Monticello Utah Unpatented Claims,San Juan,Uranium,"37.875, -109.345",Inactive
San Juan,3266,DMEA,33 MB,Big Indian Uranium Mine,Copper,,100,Big Indian Uranium Mine,San Juan,Copper/Uranium,"38.188, -109.252",Inactive
San Juan,3267,DMEA,5 MB,Cedar and Dingo Claims,Uranium,,101,Cedar and Dingo Claims,San Juan,Uranium,"37.755, -110.285",Inactive
San Juan,3297,DMEA,90 MB,Utah state Land Lease No.4606,Uranium,,102,Utah state Land Lease No. 4606,San Juan,Uranium,"38.255, -109.185",Inactive
San Juan,3383,DMEA,6 MB,Horseshoe Claims,Uranium,,103,Horseshoe Claims,San Juan,Uranium,"37.665, -110.185",Inactive
San Juan,3405,DMEA,20 MB,Frying Pan Claims,Uranium,,104,Frying Pan Claims,San Juan,Uranium,"37.585, -110.055",Inactive
San Juan,3413,DMEA,4 MB,Collen Claims,Uranium,,105,Collen Claims,San Juan,Uranium,"38.312, -109.255",Inactive
San Juan,3420,DMEA,22 MB,Surital Claims,Uranium,,106,Surital Claims,San Juan,Uranium,"38.305, -109.215",Inactive
San Juan,3439,DMEA,7 MB,None identified,Uranium,,107,None identified (San Juan 3439),San Juan,Uranium,"38.212, -109.255",Inactive
San Juan,3459,DMEA,7 MB,Rockpoint and Lucky 13 Claims,Uranium,,108,Rockpoint and Lucky 13 Claims,San Juan,Uranium,"38.215, -109.245",Inactive
San Juan,3475,DMEA,156 MB,Happy Day Group,Uranium,,109,Happy Day Group,San Juan,Uranium,"37.765, -110.312",Inactive
San Juan,3500,DMEA,9 MB,Wildcat & Oogalla Claims,Uranium,,110,Wildcat & Oogalla Claims,San Juan,Uranium,"37.552, -110.252",Inactive
San Juan,3501,DMEA,5 MB,Sandcloyas Group,Uranium,,111,Sandcloyas Group,San Juan,Uranium,"38.188, -109.252",Inactive
San Juan,3524,DMEA,8 MB,"Lee Claims, et al.",Uranium,,112,"Lee Claims, et al.",San Juan,Uranium,"38.155, -109.255",Inactive
San Juan,3545,DMEA,26 MB,Paramount Claims,Uranium,,113,Paramount Claims,San Juan,Uranium,"37.742, -110.255",Inactive
San Juan,3564,DMEA,3 MB,Purple Dog,Uranium,,114,Purple Dog,San Juan,Uranium,"38.315, -109.225",Inactive
San Juan,3567,DMEA,9 MB,Corral Group,Uranium,,115,Corral Group,San Juan,Uranium,"38.252, -109.155",Inactive
San Juan,3582,DMEA,80 MB,"Red Rock Claims, et al.",Uranium,,116,"Red Rock Claims, et al.",San Juan,Uranium,"38.212, -109.255",Inactive
San Juan,3589,DMEA,10 MB,"Mossback,Arrowhead, Ruby, Point, and Tryano Claims",Uranium,,117,"Mossback, Arrowhead, et al.",San Juan,Uranium,"37.850, -109.450",Inactive
San Juan,3602,DMEA,17 MB,"State scholl land Lease No. 5947,5948,5949.",Uranium,,118,State school land Lease No. 5947+,San Juan,Uranium,"38.318, -109.248",Inactive
San Juan,3625,DMEA,85 MB,Cove Claims,Uranium,,119,Cove Claims (San Juan 3625),San Juan,Uranium,"38.310, -109.235",Inactive
San Juan,3633,DMEA,8 MB,Acme-Sheen Groups,Uranium,,120,Acme-Sheen Groups (3633),San Juan,Uranium,"38.215, -109.245",Inactive
San Juan,3645,DMEA,8 MB,Acme-Sheen Groups,Uranium,,121,Acme-Sheen Groups (3645),San Juan,Uranium,"38.216, -109.246",Inactive
San Juan,3646,DMEA,13 MB,"Joan, Ilena and La Preal Group",Uranium,,122,"Joan, Ilena and La Preal Group",San Juan,Uranium,"38.305, -109.215",Inactive
San Juan,3648,DMEA,31 MB,Utah Premier Claim Groups,Uranium,,123,Utah Premier Claim Groups,San Juan,Uranium,"38.185, -109.255",Inactive
San Juan,3657,DMEA,6 MB,Rainbow Group,Uranium,,124,Rainbow Group,San Juan,Uranium,"37.752, -110.285",Inactive
San Juan,3663,DMEA,14 MB,South Lisbon Valley Area,Uranium,,125,South Lisbon Valley Area,San Juan,Uranium,"38.112, -109.155",Inactive
San Juan,3673,DMEA,7 MB,"Sec.16 T. 29 S., R. 23 E.",Uranium,,126,"Sec.16 T. 29 S., R. 23 E.",San Juan,Uranium,"38.285, -109.355",Inactive
San Juan,3686,DMEA,8 MB,Ed Claims,Uranium,,127,Ed Claims,San Juan,Uranium,"38.352, -109.385",Inactive
San Juan,3687,DMEA,12 MB,Baldwin Hills Claims,Uranium,,128,Baldwin Hills Claims,San Juan,Uranium,"38.355, -109.390",Inactive
San Juan,3693,DMEA,14 MB,"Sec. 36.T36S,R21E.",Uranium,,129,"Sec. 36. T36S, R21E.",San Juan,Uranium,"37.605, -109.555",Inactive
San Juan,3697,DMEA,8 MB,Dixie and Glenwood Claims,Uranium,,130,Dixie and Glenwood Claims,San Juan,Uranium,"38.215, -109.215",Inactive
San Juan,3708,DMEA,13 MB,State Line Group of Claims,Uranium,,131,State Line Group of Claims,San Juan,Uranium,"38.252, -109.102",Inactive
San Juan,3711,DMEA,11 MB,Lisbon Valley Prospects,Uranium,,132,Lisbon Valley Prospects,San Juan,Uranium,"38.155, -109.155",Inactive
San Juan,3722,DMEA,19 MB,Pilot-Lace Group of Claims,Uranium,,133,Pilot-Lace Group of Claims,San Juan,Uranium,"38.315, -109.225",Inactive
San Juan,3750,DMEA,2 MB,"Sec.36,T39S,R22E",Uranium,,134,"Sec.36, T39S, R22E",San Juan,Uranium,"37.355, -109.455",Inactive
San Juan,3764,DMEA,6 MB,Yellow Clay Group,Uranium,,135,Yellow Clay Group,San Juan,Uranium,"37.742, -110.255",Inactive
San Juan,3768,DMEA,23 MB,"Cove Claims, et al.",Uranium,,136,"Cove Claims, et al. (3768)",San Juan,Uranium,"38.310, -109.232",Inactive
San Juan,3772,DMEA,22 MB,Blue Jay Claims,Uranium,,137,Blue Jay Claims (3772),San Juan,Uranium,"38.205, -109.265",Inactive
San Juan,3804,DMEA,11 MB,Rusty Can Claims,Uranium,,138,Rusty Can Claims,San Juan,Uranium,"38.212, -109.225",Inactive
San Juan,3809,DMEA,45 MB,Buckskin & Stain Claims,Uranium,,139,Buckskin & Stain Claims,San Juan,Uranium,"37.105, -112.015",Inactive
San Juan,3820,DMEA,10 MB,Brushy Basin,Uranium,,140,Brushy Basin,San Juan,Uranium,"37.555, -109.455",Inactive
San Juan,3824,DMEA,15 MB,Wooden Shoe Buttes School Lease,Uranium,,141,Wooden Shoe Buttes Lease,San Juan,Uranium,"37.652, -110.125",Inactive
San Juan,3827,DMEA,3 MB,Robin & Bluebird Claims,Uranium,,142,Robin & Bluebird Claims,San Juan,Uranium,"38.252, -109.155",Inactive
San Juan,3834,DMEA,22 MB,Pitchblend-Serviceberry Claim Group,Uranium,,143,Pitchblend-Serviceberry,San Juan,Uranium,"38.315, -109.245",Inactive
San Juan,3838,DMEA,15 MB,Posey Claim Group,Uranium,,144,Posey Claim Group,San Juan,Uranium,"37.552, -110.255",Inactive
San Juan,3839,DMEA,7 MB,Ed & Elk claim Groups,Uranium,,145,Ed & Elk claim Groups,San Juan,Uranium,"38.352, -109.385",Inactive
San Juan,3844,DMEA,9 MB,S. Lisbon Valley Claims,Uranium,,146,S. Lisbon Valley Claims,San Juan,Uranium,"38.125, -109.185",Inactive
San Juan,3868,DMEA,44 MB,Utah State Mineral Lease No. 5581,Uranium,,147,Utah State Mineral Lease 5581,San Juan,Uranium,"38.312, -109.255",Inactive
San Juan,3870,DMEA,16 MB,"Sun Dog, et al. group of Claims",Uranium,,148,"Sun Dog, et al. group",San Juan,Uranium,"38.155, -109.225",Inactive
San Juan,3896,DMEA,201 MB,Hot Rock Group,Uranium,,149,Hot Rock Group,San Juan,Uranium,"38.212, -109.252",Inactive
San Juan,3927,DMEA,12 MB,Lukachukai Property andHulse homestead,Uranium,,150,Lukachukai Property / Hulse,San Juan,Uranium,"37.055, -109.155",Inactive
San Juan,3929,DMEA,6 MB,Hule Homestead,Uranium,,151,Hule Homestead,San Juan,Uranium,"37.058, -109.158",Inactive
San Juan,3931,DMEA,4 MB,Cottonwood Claims,Uranium,,152,Cottonwood Claims,San Juan,Uranium,"37.555, -109.955",Inactive
San Juan,3949,DMEA,12 MB,Gracie and King Claims,Uranium,,153,Gracie and King Claims,San Juan,Uranium,"38.305, -109.215",Inactive
San Juan,3973,DMEA,11 MB,"Nipples, South Slope, et al. Claims",Uranium,,154,"Nipples, South Slope, et al. Claims",San Juan,Uranium,"38.155, -109.355",Inactive
San Juan,4006,DMEA,7 MB,"Mary Dee, et al., Claims",Uranium,,155,"Mary Dee, et al., Claims",San Juan,Uranium,"38.212, -109.255",Inactive
San Juan,4013,DMEA,18 MB,"Letty Jones, et al., Properties",Uranium,,156,"Letty Jones, et al., Properties",San Juan,Uranium,"38.215, -109.245",Inactive
San Juan,4027,DMEA,9 MB,Moab Mines Inc. school section claims,Uranium,,157,Moab Mines Inc. school section claims,San Juan,Uranium,"38.285, -109.355",Inactive
San Juan,4044,DMEA,6 MB,M.K. Mining Co. Claims,Uranium,,158,M.K. Mining Co. Claims,San Juan,Uranium,"38.312, -109.255",Inactive
San Juan,4056,DMEA,2 MB,April and Butte Groups,Uranium,,159,April and Butte Groups,San Juan,Uranium,"37.755, -110.285",Inactive
San Juan,4066,DMEA,13 MB,Blackwater Claim,Uranium,,160,Blackwater Claim,San Juan,Uranium,"38.315, -109.225",Inactive
San Juan,4069,DMEA,40 MB,North Rattlesnake Mine,Uranium,,161,North Rattlesnake Mine,San Juan,Uranium,"38.188, -109.252",Inactive
San Juan,4083,DMEA,30 MB,West Pat Dat Mine,Uranium,,162,West Pat Dat Mine,San Juan,Uranium,"38.252, -109.155",Inactive
San Juan,4086,DMEA,30 MB,Gray Horse Group,Uranium,,163,Gray Horse Group,San Juan,Uranium,"38.310, -109.235",Inactive
San Juan,4089,DMEA,6 MB,"El Paso, Topsy Too, and Cherie Claims",Uranium,,164,"El Paso, Topsy Too, and Cherie Claims",San Juan,Uranium,"38.205, -109.262",Inactive
San Juan,4095,DMEA,3 MB,Black Lizzard Property,Uranium,,165,Black Lizzard Property,San Juan,Uranium,"37.552, -110.252",Inactive
San Juan,4113,DMEA,8 MB,"Rain Shower, et al., Calims",Uranium,,166,"Rain Shower, et al., Calims",San Juan,Uranium,"37.850, -109.450",Inactive
San Juan,4117,DMEA,5 MB,Joan and LA Preal Groups,Uranium,,167,Joan and LA Preal Groups,San Juan,Uranium,"38.305, -109.215",Inactive
San Juan,4120,DMEA,20 MB,Blue Jay Claims,Uranium,,168,Blue Jay Claims (4120),San Juan,Uranium,"38.205, -109.265",Inactive
San Juan,4130,DMEA,19 MB,Red Devil Mine,Uranium,,169,Red Devil Mine,San Juan,Uranium,"38.212, -109.255",Inactive
San Juan,4131,DMEA,7 MB,Ilena and La Preal Groups,Uranium,,170,Ilena and La Preal Groups,San Juan,Uranium,"38.305, -109.215",Inactive
San Juan,4137,DMEA,10 MB,"Sec.32.T38S, R22E.",Uranium,,171,"Sec.32.T38S, R22E.",San Juan,Uranium,"37.455, -109.525",Inactive
San Juan,4139,DMEA,7 MB,Ring Comb Claims,Uranium,,172,Ring Comb Claims,San Juan,Uranium,"37.215, -109.855",Inactive
San Juan,4218,DMEA,12 MB,"Mecca, Star, Mine Groups",Uranium,,173,"Mecca, Star, Mine Groups",San Juan,Uranium,"38.155, -109.155",Inactive
San Juan,4222,DMEA,39 MB,Big Joe Claims,Uranium,,174,Big Joe Claims,San Juan,Uranium,"38.315, -109.225",Inactive
San Juan,4246,DMEA,12 MB,Red Hot Claims,Uranium,,175,Red Hot Claims,San Juan,Uranium,"38.352, -109.385",Inactive
San Juan,4260,DMEA,16 MB,North Markey Claims,Uranium,,176,North Markey Claims,San Juan,Uranium,"37.755, -110.285",Inactive
San Juan,4281,DMEA,61 MB,"Ruby Bell, et al. Claims",Uranium,,177,"Ruby Bell, et al. Claims",San Juan,Uranium,"38.212, -109.255",Inactive
San Juan,4294,DMEA,46 MB,La Sal Project,Uranium,,178,La Sal Project,San Juan,Uranium,"38.312, -109.255",Inactive
San Juan,4317,DMEA,93 MB,"Sun Dog, et al., Group of Claims",Uranium,,179,"Sun Dog, et al., Group of Claims (4317)",San Juan,Uranium,"38.155, -109.225",Inactive
San Juan,4325,DMEA,7 MB,"Cove, Danaher, and McFall Claim Groups",Uranium,,180,"Cove, Danaher, and McFall Groups",San Juan,Uranium,"38.310, -109.235",Inactive
San Juan,4362,DMEA,17 MB,Old Texas Claim,Uranium,,181,Old Texas Claim,San Juan,Uranium,"38.252, -109.182",Inactive
San Juan,4368,DMEA,7 MB,Lucy M Claims,Uranium,,182,Lucy M Claims,San Juan,Uranium,"38.315, -109.242",Inactive
San Juan,4382,DMEA,3 MB,"Lucky Strike, et al., Calims",Uranium,,183,"Lucky Strike, et al., Calims",San Juan,Uranium,"37.765, -110.312",Inactive
San Juan,4392,DMEA,82 MB,Channel & Markey Mine,Uranium,,184,Channel & Markey Mine,San Juan,Uranium,"37.755, -110.285",Inactive
San Juan,4394,DMEA,21 MB,Dead Horse Point Claims,Uranium,,185,Dead Horse Point Claims,San Juan,Uranium,"38.485, -109.735",Inactive
San Juan,4409,DMEA,67 MB,"April, Butte, and Canyon Claims",Uranium,,186,"April, Butte, and Canyon Claims",San Juan,Uranium,"37.755, -110.285",Inactive
San Juan,4420,DMEA,70 MB,"Picolo Pete, et al., Claims",Uranium,,187,"Picolo Pete, et al., Claims",San Juan,Uranium,"37.742, -110.255",Inactive
San Juan,4493,DMEA,4 MB,DHP and Ruby Claims,Uranium,,188,DHP and Ruby Claims,San Juan,Uranium,"38.485, -109.735",Inactive
San Juan,4522,DMEA,4 MB,"Ida, etal., Claims",Uranium,,189,"Ida, etal., Claims",San Juan,Uranium,"38.212, -109.255",Inactive
San Juan,4540,DMEA,8 MB,"Navaho Tracts No. 9,12,15.",Uranium,,190,"Navaho Tracts No. 9,12,15.",San Juan,Uranium,"37.055, -109.555",Inactive
San Juan,4579,DMEA,8 MB,Texan & Ajax Groups,Uranium,,191,Texan & Ajax Groups,San Juan,Uranium,"38.305, -109.215",Inactive
San Juan,4587,DMEA,2 MB,Missing Link Claims,Uranium,,192,Missing Link Claims,San Juan,Uranium,"38.155, -109.355",Inactive
San Juan,4589,DMEA,38 MB,"Give Away, et al., Claims",Uranium,,193,"Give Away, et al., Claims",San Juan,Uranium,"38.188, -109.252",Inactive
San Juan,4593,DMEA,6 MB,Big Buck Claims Group,Uranium,,194,Big Buck Claims Group,San Juan,Uranium,"38.185, -109.255",Inactive
San Juan,4594,DMEA,9 MB,Maybe Claims,Uranium,,195,Maybe Claims,San Juan,Uranium,"37.955, -109.282",Inactive
San Juan,4597,DMEA,35 MB,Ella Claim,Uranium,,196,Ella Claim,San Juan,Uranium,"38.215, -109.245",Inactive
San Juan,4603,DMEA,42 MB,Waterfall Group,Uranium,,197,Waterfall Group,San Juan,Uranium,"37.850, -109.450",Inactive
San Juan,4606,DMEA,5 MB,Single Jack & Lucky Boy Claims,Uranium,,198,Single Jack & Lucky Boy Claims,San Juan,Uranium,"38.312, -109.255",Inactive
San Juan,4623,DMEA,8 MB,Dusty Claims,Uranium,,199,Dusty Claims,San Juan,Uranium,"37.552, -110.252",Inactive
San Juan,4631,DMEA,87 MB,Vanadium Queen Claim,Uranium,,200,Vanadium Queen Claim,San Juan,Uranium,"38.252, -109.185",Inactive
San Juan,4639,DMEA,14 MB,Bench Claim Group,Uranium,,201,Bench Claim Group,San Juan,Uranium,"37.552, -110.255",Inactive
San Juan,4655,DMEA,13 MB,"Joker, et al., Claims",Uranium,,202,"Joker, et al., Claims",San Juan,Uranium,"38.305, -109.215",Inactive
San Juan,4669,DMEA,9 MB,D & R Claim Group,Uranium,,203,D & R Claim Group,San Juan,Uranium,"38.155, -109.355",Inactive
San Juan,4679,DMEA,36 MB,"Charter, et al., Claim Groups",Uranium,,204,"Charter, et al., Claim Groups",San Juan,Uranium,"38.212, -109.255",Inactive
San Juan,4692,DMEA,3 MB,"Arrowhead, et al., Claims",Uranium,,205,"Arrowhead, et al., Claims",San Juan,Uranium,"37.850, -109.450",Inactive
San Juan,4711,DMEA,6 MB,Fall Claim,Uranium,,206,Fall Claim,San Juan,Uranium,"38.312, -109.255",Inactive
San Juan,4714,DMEA,5 MB,Goosepimple Group,Uranium,,207,Goosepimple Group,San Juan,Uranium,"37.555, -110.285",Inactive
San Juan,4719,DMEA,60 MB,"P.H., Teton, et al ., Group",Uranium,,208,"P.H., Teton, et al ., Group",San Juan,Uranium,"38.215, -109.245",Inactive
San Juan,4756,DMEA,17 MB,King Edward Claim,Uranium,,209,King Edward Claim,San Juan,Uranium,"38.315, -109.225",Inactive
San Juan,4758,DMEA,6 MB,"Black oxide, et al., Claims",Uranium,,210,"Black oxide, et al., Claims",San Juan,Uranium,"38.188, -109.252",Inactive
San Juan,4759,DMEA,48 MB,Wild Horse Claims,Uranium,,211,Wild Horse Claims,San Juan,Uranium,"38.310, -109.235",Inactive
